Test,Unit,SourceYear,n_obs
Ammonia un-ionised as N,mg/l,2009,134
Ammonia un-ionised as N,mg/l,2010,236
Ammonia un-ionised as N,mg/l,2011,160
Ammonia un-ionised as N,mg/l,2012,201
Ammonia un-ionised as N,mg/l,2013,174
Ammonia un-ionised as N,mg/l,2014,121
Ammonia un-ionised as N,mg/l,2015,61
Ammonia un-ionised as N,mg/l,2016,54
Ammonia un-ionised as N,mg/l,2017,33
Ammonia un-ionised as N,mg/l,2018,22
Ammonia un-ionised as N,mg/l,2019,20
Ammonia un-ionised as N,mg/l,2020,9
Ammonia un-ionised as N,mg/l,2021,20
Ammonia un-ionised as N,mg/l,2022,24
Ammonia un-ionised as N,mg/l,2023,28
Ammonia un-ionised as N,mg/l,2024,37
Ammonia un-ionised as N,mg/l,2025,32
Ammoniacal Nitrogen : In Situ,mg/l,2001,7
Ammoniacal Nitrogen : In Situ,mg/l,2003,28
Ammoniacal Nitrogen : In Situ,mg/l,2004,23
Ammoniacal Nitrogen : In Situ,mg/l,2005,24
Ammoniacal Nitrogen : In Situ,mg/l,2006,14
Ammoniacal Nitrogen : In Situ,mg/l,2007,4
Ammoniacal Nitrogen : In Situ,mg/l,2008,3
Ammoniacal Nitrogen : In Situ,mg/l,2009,1
Ammoniacal Nitrogen : In Situ,mg/l,2010,1
Ammoniacal Nitrogen : In Situ,mg/l,2011,2
Ammoniacal Nitrogen : In Situ,mg/l,2013,1
Ammoniacal Nitrogen as N,mg/l,2000,30478
Ammoniacal Nitrogen as N,mg/l,2001,43816
Ammoniacal Nitrogen as N,mg/l,2002,53134
Ammoniacal Nitrogen as N,mg/l,2003,53248
Ammoniacal Nitrogen as N,mg/l,2004,53826
Ammoniacal Nitrogen as N,mg/l,2005,53517
Ammoniacal Nitrogen as N,mg/l,2006,48132
Ammoniacal Nitrogen as N,mg/l,2007,45999
Ammoniacal Nitrogen as N,mg/l,2008,45052
Ammoniacal Nitrogen as N,mg/l,2009,37079
Ammoniacal Nitrogen as N,mg/l,2010,34215
Ammoniacal Nitrogen as N,mg/l,2011,34294
Ammoniacal Nitrogen as N,mg/l,2012,34464
Ammoniacal Nitrogen as N,mg/l,2013,34034
Ammoniacal Nitrogen as N,mg/l,2014,33259
Ammoniacal Nitrogen as N,mg/l,2015,33339
Ammoniacal Nitrogen as N,mg/l,2016,32831
Ammoniacal Nitrogen as N,mg/l,2017,32243
Ammoniacal Nitrogen as N,mg/l,2018,32927
Ammoniacal Nitrogen as N,mg/l,2019,31428
Ammoniacal Nitrogen as N,mg/l,2020,29243
Ammoniacal Nitrogen as N,mg/l,2021,29918
Ammoniacal Nitrogen as N,mg/l,2022,30277
Ammoniacal Nitrogen as N,mg/l,2023,30984
Ammoniacal Nitrogen as N,mg/l,2024,31355
Ammoniacal Nitrogen as N,mg/l,2025,21461
Anthracene,mg/l,2000,30
Anthracene,mg/l,2001,20
Anthracene,mg/l,2002,38
Anthracene,mg/l,2003,50
Anthracene,mg/l,2004,51
Anthracene,mg/l,2005,54
Anthracene,mg/l,2006,34
Anthracene,mg/l,2007,25
Anthracene,mg/l,2008,61
Anthracene,mg/l,2009,21
Anthracene,mg/l,2013,6
Anthracene,mg/l,2014,30
Anthracene,mg/l,2019,1
Antimony,mg/l,2000,14
Antimony,mg/l,2001,65
Antimony,mg/l,2002,6
Antimony,mg/l,2003,28
Antimony,mg/l,2004,49
Antimony,mg/l,2005,54
Antimony,mg/l,2006,61
Antimony,mg/l,2007,89
Antimony,mg/l,2008,72
Antimony,mg/l,2009,18
Antimony,mg/l,2010,12
Antimony,mg/l,2011,12
Antimony,mg/l,2012,12
Antimony,mg/l,2013,13
Antimony,mg/l,2014,12
Antimony,mg/l,2015,12
Antimony,mg/l,2016,12
Antimony,mg/l,2017,12
Antimony,mg/l,2018,12
Antimony,mg/l,2019,12
Antimony,mg/l,2020,12
Antimony,mg/l,2021,12
Antimony,mg/l,2022,12
Antimony,mg/l,2023,12
Antimony,mg/l,2024,12
Antimony,mg/l,2025,9
Arsenic,mg/l,2000,931
Arsenic,mg/l,2001,2642
Arsenic,mg/l,2002,3073
Arsenic,mg/l,2003,2410
Arsenic,mg/l,2004,2016
Arsenic,mg/l,2005,1914
Arsenic,mg/l,2006,1581
Arsenic,mg/l,2007,1506
Arsenic,mg/l,2008,1457
Arsenic,mg/l,2009,554
Arsenic,mg/l,2010,458
Arsenic,mg/l,2011,466
Arsenic,mg/l,2012,419
Arsenic,mg/l,2013,435
Arsenic,mg/l,2014,426
Arsenic,mg/l,2015,380
Arsenic,mg/l,2016,128
Arsenic,mg/l,2017,107
Arsenic,mg/l,2018,109
Arsenic,mg/l,2019,113
Arsenic,mg/l,2020,107
Arsenic,mg/l,2021,111
Arsenic,mg/l,2022,110
Arsenic,mg/l,2023,112
Arsenic,mg/l,2024,110
Arsenic,mg/l,2025,73
"Arsenic, Dissolved",mg/l,2000,288
"Arsenic, Dissolved",mg/l,2001,269
"Arsenic, Dissolved",mg/l,2002,510
"Arsenic, Dissolved",mg/l,2003,483
"Arsenic, Dissolved",mg/l,2004,407
"Arsenic, Dissolved",mg/l,2005,397
"Arsenic, Dissolved",mg/l,2006,276
"Arsenic, Dissolved",mg/l,2007,205
"Arsenic, Dissolved",mg/l,2008,183
"Arsenic, Dissolved",mg/l,2009,90
"Arsenic, Dissolved",mg/l,2010,36
"Arsenic, Dissolved",mg/l,2011,36
"Arsenic, Dissolved",mg/l,2012,34
"Arsenic, Dissolved",mg/l,2013,36
"Arsenic, Dissolved",mg/l,2014,23
"Arsenic, Dissolved",mg/l,2021,1
"Arsenic, Dissolved",mg/l,2025,1
Atrazine,mg/l,2000,392
Atrazine,mg/l,2001,640
Atrazine,mg/l,2002,851
Atrazine,mg/l,2003,893
Atrazine,mg/l,2004,807
Atrazine,mg/l,2005,780
Atrazine,mg/l,2006,739
Atrazine,mg/l,2007,711
Atrazine,mg/l,2008,666
Atrazine,mg/l,2009,440
Atrazine,mg/l,2010,367
Atrazine,mg/l,2011,365
Atrazine,mg/l,2012,347
Atrazine,mg/l,2013,370
Atrazine,mg/l,2014,406
Atrazine,mg/l,2015,322
Atrazine,mg/l,2016,24
Atrazine-desethyl :- {Atrazine-de-ethyl},mg/l,2001,20
Atrazine-desethyl :- {Atrazine-de-ethyl},mg/l,2002,15
Atrazine-desethyl :- {Atrazine-de-ethyl},mg/l,2003,12
Atrazine-desethyl :- {Atrazine-de-ethyl},mg/l,2004,12
Atrazine-desethyl :- {Atrazine-de-ethyl},mg/l,2005,12
Atrazine-desethyl :- {Atrazine-de-ethyl},mg/l,2006,38
Atrazine-desethyl :- {Atrazine-de-ethyl},mg/l,2007,4
Atrazine-desethyl :- {Atrazine-de-ethyl},mg/l,2009,11
Atrazine-desethyl :- {Atrazine-de-ethyl},mg/l,2012,2
Atrazine-desethyl :- {Atrazine-de-ethyl},mg/l,2013,6
Atrazine-desethyl :- {Atrazine-de-ethyl},mg/l,2014,30
Atrazine-desisopropyl :- {Atrazine de-isopropyl},mg/l,2001,10
Atrazine-desisopropyl :- {Atrazine de-isopropyl},mg/l,2002,13
Atrazine-desisopropyl :- {Atrazine de-isopropyl},mg/l,2003,12
Atrazine-desisopropyl :- {Atrazine de-isopropyl},mg/l,2004,12
Atrazine-desisopropyl :- {Atrazine de-isopropyl},mg/l,2005,11
Atrazine-desisopropyl :- {Atrazine de-isopropyl},mg/l,2006,39
Atrazine-desisopropyl :- {Atrazine de-isopropyl},mg/l,2007,4
Atrazine-desisopropyl :- {Atrazine de-isopropyl},mg/l,2009,11
Atrazine-desisopropyl :- {Atrazine de-isopropyl},mg/l,2012,2
Atrazine-desisopropyl :- {Atrazine de-isopropyl},mg/l,2013,6
Atrazine-desisopropyl :- {Atrazine de-isopropyl},mg/l,2014,30
Azinphos-ethyl,mg/l,2000,290
Azinphos-ethyl,mg/l,2001,455
Azinphos-ethyl,mg/l,2002,574
Azinphos-ethyl,mg/l,2003,641
Azinphos-ethyl,mg/l,2004,606
Azinphos-ethyl,mg/l,2005,570
Azinphos-ethyl,mg/l,2006,454
Azinphos-ethyl,mg/l,2007,436
Azinphos-ethyl,mg/l,2008,408
Azinphos-ethyl,mg/l,2009,380
Azinphos-ethyl,mg/l,2010,327
Azinphos-ethyl,mg/l,2011,328
Azinphos-ethyl,mg/l,2012,312
Azinphos-ethyl,mg/l,2013,334
Azinphos-ethyl,mg/l,2014,370
Azinphos-ethyl,mg/l,2015,286
Azinphos-ethyl,mg/l,2016,19
Azinphos-methyl,mg/l,2000,408
Azinphos-methyl,mg/l,2001,466
Azinphos-methyl,mg/l,2002,611
Azinphos-methyl,mg/l,2003,607
Azinphos-methyl,mg/l,2004,580
Azinphos-methyl,mg/l,2005,562
Azinphos-methyl,mg/l,2006,529
Azinphos-methyl,mg/l,2007,506
Azinphos-methyl,mg/l,2008,535
Azinphos-methyl,mg/l,2009,397
Azinphos-methyl,mg/l,2010,317
Azinphos-methyl,mg/l,2011,300
Azinphos-methyl,mg/l,2012,289
Azinphos-methyl,mg/l,2013,332
Azinphos-methyl,mg/l,2014,366
Azinphos-methyl,mg/l,2015,285
Azinphos-methyl,mg/l,2016,19
BOD : 5 Day,mg/l,2000,15
BOD : 5 Day,mg/l,2001,29
BOD : 5 Day,mg/l,2002,49
BOD : 5 Day,mg/l,2003,58
BOD : 5 Day,mg/l,2004,44
BOD : 5 Day,mg/l,2005,32
BOD : 5 Day,mg/l,2006,13
BOD : 5 Day,mg/l,2007,20
BOD : 5 Day,mg/l,2008,34
BOD : 5 Day,mg/l,2009,52
BOD : 5 Day,mg/l,2010,45
BOD : 5 Day,mg/l,2011,34
BOD : 5 Day,mg/l,2012,34
BOD : 5 Day,mg/l,2013,38
BOD : 5 Day ATU,mg/l,2000,31144
BOD : 5 Day ATU,mg/l,2001,50816
BOD : 5 Day ATU,mg/l,2002,60880
BOD : 5 Day ATU,mg/l,2003,61075
BOD : 5 Day ATU,mg/l,2004,63159
BOD : 5 Day ATU,mg/l,2005,63608
BOD : 5 Day ATU,mg/l,2006,68287
BOD : 5 Day ATU,mg/l,2007,63635
BOD : 5 Day ATU,mg/l,2008,62944
BOD : 5 Day ATU,mg/l,2009,57505
BOD : 5 Day ATU,mg/l,2010,55127
BOD : 5 Day ATU,mg/l,2011,54878
BOD : 5 Day ATU,mg/l,2012,54882
BOD : 5 Day ATU,mg/l,2013,54353
BOD : 5 Day ATU,mg/l,2014,54208
BOD : 5 Day ATU,mg/l,2015,54361
BOD : 5 Day ATU,mg/l,2016,54207
BOD : 5 Day ATU,mg/l,2017,53687
BOD : 5 Day ATU,mg/l,2018,54288
BOD : 5 Day ATU,mg/l,2019,54427
BOD : 5 Day ATU,mg/l,2020,52118
BOD : 5 Day ATU,mg/l,2021,52892
BOD : 5 Day ATU,mg/l,2022,53426
BOD : 5 Day ATU,mg/l,2023,54218
BOD : 5 Day ATU,mg/l,2024,54574
BOD : 5 Day ATU,mg/l,2025,37256
"BOD : 5 Day ATU, Filtered",mg/l,2000,70
"BOD : 5 Day ATU, Filtered",mg/l,2001,25
"BOD : 5 Day ATU, Filtered",mg/l,2002,47
"BOD : 5 Day ATU, Filtered",mg/l,2003,39
"BOD : 5 Day ATU, Filtered",mg/l,2004,45
"BOD : 5 Day ATU, Filtered",mg/l,2005,16
"BOD : 5 Day ATU, Filtered",mg/l,2006,67
"BOD : 5 Day ATU, Filtered",mg/l,2007,14
"BOD : 5 Day ATU, Filtered",mg/l,2008,15
"BOD : 5 Day ATU, Filtered",mg/l,2009,13
"BOD : 5 Day ATU, Filtered",mg/l,2010,12
"BOD : 5 Day ATU, Filtered",mg/l,2011,8
"BOD : 5 Day ATU, Filtered",mg/l,2012,12
"BOD : 5 Day ATU, Filtered",mg/l,2013,13
"BOD : 5 Day ATU, Filtered",mg/l,2014,11
"BOD : 5 Day ATU, Filtered",mg/l,2015,12
"BOD : 5 Day ATU, Filtered",mg/l,2016,12
"BOD : 5 Day ATU, Filtered",mg/l,2017,12
"BOD : 5 Day ATU, Filtered",mg/l,2018,12
"BOD : 5 Day ATU, Filtered",mg/l,2019,14
"BOD : 5 Day ATU, Filtered",mg/l,2020,12
"BOD : 5 Day ATU, Filtered",mg/l,2021,12
"BOD : 5 Day ATU, Filtered",mg/l,2022,12
"BOD : 5 Day ATU, Filtered",mg/l,2023,12
"BOD : 5 Day ATU, Filtered",mg/l,2024,18
"BOD : 5 Day ATU, Filtered",mg/l,2025,9
Barium,mg/l,2000,13
Barium,mg/l,2001,23
Barium,mg/l,2002,27
Barium,mg/l,2003,23
Barium,mg/l,2004,18
Barium,mg/l,2005,13
Barium,mg/l,2006,36
Barium,mg/l,2007,50
Barium,mg/l,2008,44
Barium,mg/l,2009,9
Barium,mg/l,2013,2
Barium,mg/l,2016,3
Barium,mg/l,2017,1
Barium,mg/l,2021,1
Barium,mg/l,2023,1
Barium,mg/l,2025,2
Bendiocarb,mg/l,2000,21
Bendiocarb,mg/l,2001,24
Bendiocarb,mg/l,2002,25
Bendiocarb,mg/l,2003,27
Bendiocarb,mg/l,2004,23
Bendiocarb,mg/l,2005,18
Bendiocarb,mg/l,2006,32
Bendiocarb,mg/l,2007,1
Bendiocarb,mg/l,2009,11
Bendiocarb,mg/l,2012,2
Bendiocarb,mg/l,2013,6
Bendiocarb,mg/l,2014,30
Bentazone,mg/l,2002,108
Bentazone,mg/l,2003,90
Bentazone,mg/l,2004,34
Bentazone,mg/l,2005,36
Bentazone,mg/l,2006,87
Bentazone,mg/l,2007,76
Bentazone,mg/l,2008,83
Bentazone,mg/l,2009,50
Bentazone,mg/l,2010,36
Bentazone,mg/l,2011,36
Bentazone,mg/l,2012,34
Bentazone,mg/l,2013,42
Bentazone,mg/l,2014,53
Benzene,mg/l,2000,301
Benzene,mg/l,2001,287
Benzene,mg/l,2002,465
Benzene,mg/l,2003,445
Benzene,mg/l,2004,352
Benzene,mg/l,2005,332
Benzene,mg/l,2006,364
Benzene,mg/l,2007,317
Benzene,mg/l,2008,281
Benzene,mg/l,2009,127
Benzene,mg/l,2010,73
Benzene,mg/l,2011,66
Benzene,mg/l,2012,71
Benzene,mg/l,2013,77
Benzene,mg/l,2014,91
Benzene,mg/l,2015,37
Benzene,mg/l,2016,24
Benzene,mg/l,2017,24
Benzene,mg/l,2018,24
Benzene,mg/l,2019,24
Benzene,mg/l,2020,12
Benzene,mg/l,2021,12
Benzene,mg/l,2022,12
Benzene,mg/l,2023,12
Benzene,mg/l,2024,12
Benzene,mg/l,2025,9
Benzo(a)Anthracene,mg/l,2000,31
Benzo(a)Anthracene,mg/l,2001,20
Benzo(a)Anthracene,mg/l,2002,35
Benzo(a)Anthracene,mg/l,2003,30
Benzo(a)Anthracene,mg/l,2004,30
Benzo(a)Anthracene,mg/l,2005,31
Benzo(a)Anthracene,mg/l,2006,29
Benzo(a)Anthracene,mg/l,2007,1
Benzo(a)Anthracene,mg/l,2009,5
Benzo(a)Anthracene,mg/l,2013,6
Benzo(a)Anthracene,mg/l,2014,30
Benzo(a)Anthracene,mg/l,2019,1
Benzo(a)Pyrene,mg/l,2000,31
Benzo(a)Pyrene,mg/l,2001,20
Benzo(a)Pyrene,mg/l,2002,35
Benzo(a)Pyrene,mg/l,2003,39
Benzo(a)Pyrene,mg/l,2004,33
Benzo(a)Pyrene,mg/l,2005,31
Benzo(a)Pyrene,mg/l,2006,29
Benzo(a)Pyrene,mg/l,2007,25
Benzo(a)Pyrene,mg/l,2008,61
Benzo(a)Pyrene,mg/l,2009,21
Benzo(a)Pyrene,mg/l,2013,6
Benzo(a)Pyrene,mg/l,2014,30
Benzo(a)Pyrene,mg/l,2019,1
Benzo(b)Fluoranthene,mg/l,2000,31
Benzo(b)Fluoranthene,mg/l,2001,20
Benzo(b)Fluoranthene,mg/l,2002,35
Benzo(b)Fluoranthene,mg/l,2003,39
Benzo(b)Fluoranthene,mg/l,2004,33
Benzo(b)Fluoranthene,mg/l,2005,32
Benzo(b)Fluoranthene,mg/l,2006,35
Benzo(b)Fluoranthene,mg/l,2007,43
Benzo(b)Fluoranthene,mg/l,2008,61
Benzo(b)Fluoranthene,mg/l,2009,21
Benzo(b)Fluoranthene,mg/l,2013,6
Benzo(b)Fluoranthene,mg/l,2014,30
Benzo(b)Fluoranthene,mg/l,2019,1
Benzo(e)Pyrene,mg/l,2000,31
Benzo(e)Pyrene,mg/l,2001,20
Benzo(e)Pyrene,mg/l,2002,24
Benzo(e)Pyrene,mg/l,2003,23
Benzo(e)Pyrene,mg/l,2004,25
Benzo(e)Pyrene,mg/l,2005,25
Benzo(e)Pyrene,mg/l,2006,22
Benzo(e)Pyrene,mg/l,2009,5
Benzo(e)Pyrene,mg/l,2013,6
Benzo(e)Pyrene,mg/l,2014,30
Benzo(e)Pyrene,mg/l,2019,1
"Benzo(g,h,i)Perylene",mg/l,2000,31
"Benzo(g,h,i)Perylene",mg/l,2001,19
"Benzo(g,h,i)Perylene",mg/l,2002,35
"Benzo(g,h,i)Perylene",mg/l,2003,37
"Benzo(g,h,i)Perylene",mg/l,2004,33
"Benzo(g,h,i)Perylene",mg/l,2005,31
"Benzo(g,h,i)Perylene",mg/l,2006,29
"Benzo(g,h,i)Perylene",mg/l,2007,25
"Benzo(g,h,i)Perylene",mg/l,2008,61
"Benzo(g,h,i)Perylene",mg/l,2009,21
"Benzo(g,h,i)Perylene",mg/l,2013,6
"Benzo(g,h,i)Perylene",mg/l,2014,30
"Benzo(g,h,i)Perylene",mg/l,2019,1
Benzo(k)Fluoranthene,mg/l,2000,31
Benzo(k)Fluoranthene,mg/l,2001,20
Benzo(k)Fluoranthene,mg/l,2002,35
Benzo(k)Fluoranthene,mg/l,2003,39
Benzo(k)Fluoranthene,mg/l,2004,33
Benzo(k)Fluoranthene,mg/l,2005,32
Benzo(k)Fluoranthene,mg/l,2006,29
Benzo(k)Fluoranthene,mg/l,2007,25
Benzo(k)Fluoranthene,mg/l,2008,61
Benzo(k)Fluoranthene,mg/l,2009,21
Benzo(k)Fluoranthene,mg/l,2013,6
Benzo(k)Fluoranthene,mg/l,2014,30
Benzo(k)Fluoranthene,mg/l,2019,1
Beryllium,mg/l,2000,17
Beryllium,mg/l,2001,24
Beryllium,mg/l,2002,25
Beryllium,mg/l,2003,26
Beryllium,mg/l,2004,24
Beryllium,mg/l,2005,24
Beryllium,mg/l,2006,37
Beryllium,mg/l,2007,66
Beryllium,mg/l,2008,22
Beryllium,mg/l,2009,3
Beryllium,mg/l,2010,2
Beryllium,mg/l,2013,1
Biphenyl,mg/l,2002,111
Biphenyl,mg/l,2003,97
Biphenyl,mg/l,2004,50
Biphenyl,mg/l,2005,46
Biphenyl,mg/l,2006,92
Biphenyl,mg/l,2007,82
Biphenyl,mg/l,2008,83
Biphenyl,mg/l,2009,44
Biphenyl,mg/l,2010,33
Biphenyl,mg/l,2011,35
Biphenyl,mg/l,2012,34
Biphenyl,mg/l,2013,36
Biphenyl,mg/l,2014,24
Boron,mg/l,2000,347
Boron,mg/l,2001,951
Boron,mg/l,2002,1190
Boron,mg/l,2003,1069
Boron,mg/l,2004,954
Boron,mg/l,2005,932
Boron,mg/l,2006,870
Boron,mg/l,2007,908
Boron,mg/l,2008,791
Boron,mg/l,2009,115
Boron,mg/l,2010,202
Boron,mg/l,2011,101
Boron,mg/l,2012,102
Boron,mg/l,2013,100
Boron,mg/l,2014,78
Boron,mg/l,2015,48
Boron,mg/l,2016,52
Boron,mg/l,2017,47
Boron,mg/l,2018,47
Boron,mg/l,2019,47
Boron,mg/l,2020,34
Boron,mg/l,2021,25
Boron,mg/l,2022,24
Boron,mg/l,2023,25
Boron,mg/l,2024,24
Boron,mg/l,2025,14
"Boron, Dissolved",mg/l,2000,15
"Boron, Dissolved",mg/l,2001,26
"Boron, Dissolved",mg/l,2002,36
"Boron, Dissolved",mg/l,2003,30
"Boron, Dissolved",mg/l,2004,14
"Boron, Dissolved",mg/l,2007,20
"Boron, Dissolved",mg/l,2008,2
"Boron, Dissolved",mg/l,2012,13
"Boron, Dissolved",mg/l,2013,27
"Boron, Dissolved",mg/l,2014,3
"Boron, Dissolved",mg/l,2016,4
"Boron, Dissolved",mg/l,2017,1
"Boron, Dissolved",mg/l,2021,1
"Boron, Dissolved",mg/l,2025,1
Bromodichloromethane,mg/l,2000,64
Bromodichloromethane,mg/l,2001,66
Bromodichloromethane,mg/l,2002,90
Bromodichloromethane,mg/l,2003,77
Bromodichloromethane,mg/l,2004,38
Bromodichloromethane,mg/l,2005,34
Bromodichloromethane,mg/l,2006,71
Bromodichloromethane,mg/l,2007,87
Bromodichloromethane,mg/l,2008,56
Bromodichloromethane,mg/l,2009,22
Bromodichloromethane,mg/l,2010,1
Bromodichloromethane,mg/l,2012,1
Bromodichloromethane,mg/l,2013,7
Bromodichloromethane,mg/l,2014,30
Bromoform :- {Tribromomethane},mg/l,2000,20
Bromoform :- {Tribromomethane},mg/l,2001,51
Bromoform :- {Tribromomethane},mg/l,2002,74
Bromoform :- {Tribromomethane},mg/l,2003,70
Bromoform :- {Tribromomethane},mg/l,2004,30
Bromoform :- {Tribromomethane},mg/l,2005,28
Bromoform :- {Tribromomethane},mg/l,2006,71
Bromoform :- {Tribromomethane},mg/l,2007,87
Bromoform :- {Tribromomethane},mg/l,2008,42
Bromoform :- {Tribromomethane},mg/l,2009,16
Bromoform :- {Tribromomethane},mg/l,2010,1
Bromoform :- {Tribromomethane},mg/l,2012,1
Bromoform :- {Tribromomethane},mg/l,2013,7
Bromoform :- {Tribromomethane},mg/l,2014,30
Bromoxynil,mg/l,2000,48
Bromoxynil,mg/l,2001,62
Bromoxynil,mg/l,2002,120
Bromoxynil,mg/l,2003,138
Bromoxynil,mg/l,2004,130
Bromoxynil,mg/l,2005,98
Bromoxynil,mg/l,2006,67
Bromoxynil,mg/l,2007,92
Bromoxynil,mg/l,2008,59
Bromoxynil,mg/l,2009,15
Bromoxynil,mg/l,2013,6
Bromoxynil,mg/l,2014,30
Bupirimate,mg/l,2001,9
Bupirimate,mg/l,2002,13
Bupirimate,mg/l,2003,12
Bupirimate,mg/l,2004,11
Bupirimate,mg/l,2005,11
Bupirimate,mg/l,2006,39
Bupirimate,mg/l,2007,4
Bupirimate,mg/l,2009,11
Bupirimate,mg/l,2012,2
Bupirimate,mg/l,2013,6
Bupirimate,mg/l,2014,30
COPA,unitless,2001,4425
COPA,unitless,2002,4580
COPA,unitless,2003,40
Cadmium,mg/l,2000,5964
Cadmium,mg/l,2001,8338
Cadmium,mg/l,2002,9191
Cadmium,mg/l,2003,8743
Cadmium,mg/l,2004,8711
Cadmium,mg/l,2005,7721
Cadmium,mg/l,2006,6125
Cadmium,mg/l,2007,4969
Cadmium,mg/l,2008,4536
Cadmium,mg/l,2009,2037
Cadmium,mg/l,2010,1256
Cadmium,mg/l,2011,1232
Cadmium,mg/l,2012,1171
Cadmium,mg/l,2013,1161
Cadmium,mg/l,2014,1155
Cadmium,mg/l,2015,1055
Cadmium,mg/l,2016,534
Cadmium,mg/l,2017,417
Cadmium,mg/l,2018,428
Cadmium,mg/l,2019,398
Cadmium,mg/l,2020,328
Cadmium,mg/l,2021,344
Cadmium,mg/l,2022,346
Cadmium,mg/l,2023,395
Cadmium,mg/l,2024,362
Cadmium,mg/l,2025,244
"Cadmium, Dissolved",mg/l,2000,349
"Cadmium, Dissolved",mg/l,2001,464
"Cadmium, Dissolved",mg/l,2002,512
"Cadmium, Dissolved",mg/l,2003,597
"Cadmium, Dissolved",mg/l,2004,502
"Cadmium, Dissolved",mg/l,2005,451
"Cadmium, Dissolved",mg/l,2006,434
"Cadmium, Dissolved",mg/l,2007,214
"Cadmium, Dissolved",mg/l,2008,132
"Cadmium, Dissolved",mg/l,2009,28
"Cadmium, Dissolved",mg/l,2010,4
"Cadmium, Dissolved",mg/l,2011,3
"Cadmium, Dissolved",mg/l,2012,5
"Cadmium, Dissolved",mg/l,2013,17
"Cadmium, Dissolved",mg/l,2014,40
"Cadmium, Dissolved",mg/l,2015,41
"Cadmium, Dissolved",mg/l,2016,5
"Cadmium, Dissolved",mg/l,2017,1
"Cadmium, Dissolved",mg/l,2018,1
"Cadmium, Dissolved",mg/l,2021,1
"Cadmium, Dissolved",mg/l,2025,3
Calcium,mg/l,2000,450
Calcium,mg/l,2001,378
Calcium,mg/l,2002,541
Calcium,mg/l,2003,391
Calcium,mg/l,2004,254
Calcium,mg/l,2005,190
Calcium,mg/l,2006,171
Calcium,mg/l,2007,89
Calcium,mg/l,2008,53
Calcium,mg/l,2009,12
Calcium,mg/l,2013,2
Calcium,mg/l,2016,3
Calcium,mg/l,2017,1
Calcium,mg/l,2021,1
Calcium,mg/l,2023,1
Calcium,mg/l,2025,2
"Calcium, Dissolved",mg/l,2000,1
"Calcium, Dissolved",mg/l,2001,23
"Calcium, Dissolved",mg/l,2002,7
"Calcium, Dissolved",mg/l,2003,24
"Calcium, Dissolved",mg/l,2004,11
"Calcium, Dissolved",mg/l,2006,5
"Calcium, Dissolved",mg/l,2007,20
"Calcium, Dissolved",mg/l,2008,5
"Calcium, Dissolved",mg/l,2010,50
"Calcium, Dissolved",mg/l,2011,21
"Calcium, Dissolved",mg/l,2012,1
"Calcium, Dissolved",mg/l,2013,1
"Calcium, Dissolved",mg/l,2015,36
"Calcium, Dissolved",mg/l,2016,5
"Calcium, Dissolved",mg/l,2017,1
"Calcium, Dissolved",mg/l,2018,1
"Calcium, Dissolved",mg/l,2021,1
"Calcium, Dissolved",mg/l,2025,3
Carbaryl,mg/l,2000,21
Carbaryl,mg/l,2001,24
Carbaryl,mg/l,2002,25
Carbaryl,mg/l,2003,27
Carbaryl,mg/l,2004,23
Carbaryl,mg/l,2005,21
Carbaryl,mg/l,2006,5
Carbaryl,mg/l,2013,6
Carbaryl,mg/l,2014,29
Carbendazim,mg/l,2001,9
Carbendazim,mg/l,2002,11
Carbendazim,mg/l,2003,11
Carbendazim,mg/l,2004,12
Carbendazim,mg/l,2005,12
Carbendazim,mg/l,2006,14
Carbendazim,mg/l,2007,3
Carbendazim,mg/l,2013,6
Carbendazim,mg/l,2014,29
Carbon tetrachloride :- {Tetrachloromethane},mg/l,2000,614
Carbon tetrachloride :- {Tetrachloromethane},mg/l,2001,1091
Carbon tetrachloride :- {Tetrachloromethane},mg/l,2002,1222
Carbon tetrachloride :- {Tetrachloromethane},mg/l,2003,1166
Carbon tetrachloride :- {Tetrachloromethane},mg/l,2004,1204
Carbon tetrachloride :- {Tetrachloromethane},mg/l,2005,1068
Carbon tetrachloride :- {Tetrachloromethane},mg/l,2006,801
Carbon tetrachloride :- {Tetrachloromethane},mg/l,2007,763
Carbon tetrachloride :- {Tetrachloromethane},mg/l,2008,764
Carbon tetrachloride :- {Tetrachloromethane},mg/l,2009,494
Carbon tetrachloride :- {Tetrachloromethane},mg/l,2010,464
Carbon tetrachloride :- {Tetrachloromethane},mg/l,2011,469
Carbon tetrachloride :- {Tetrachloromethane},mg/l,2012,441
Carbon tetrachloride :- {Tetrachloromethane},mg/l,2013,462
Carbon tetrachloride :- {Tetrachloromethane},mg/l,2014,478
Carbon tetrachloride :- {Tetrachloromethane},mg/l,2015,361
Carbon tetrachloride :- {Tetrachloromethane},mg/l,2016,58
"Carbon, Organic, Dissolved as C :- {DOC}",mg/l,2000,662
"Carbon, Organic, Dissolved as C :- {DOC}",mg/l,2001,635
"Carbon, Organic, Dissolved as C :- {DOC}",mg/l,2002,601
"Carbon, Organic, Dissolved as C :- {DOC}",mg/l,2003,530
"Carbon, Organic, Dissolved as C :- {DOC}",mg/l,2004,405
"Carbon, Organic, Dissolved as C :- {DOC}",mg/l,2005,393
"Carbon, Organic, Dissolved as C :- {DOC}",mg/l,2006,311
